date,category_group,category,payee,account,inflow,outflow
2022-01-20,Shopping,Merchandise,Target,Citi Double Cash,0,19.577920513247204
2022-01-20,Food,Groceries,Giant,Capital One Savor,0,15.28735291439037
2022-01-20,Transportation,Rideshare,Uber,Capital One Savor,0,8.683085232897731
2022-01-20,Food,Groceries,Safeway,Capital One Savor,0,12.100820129663413
2022-01-21,Food,Groceries,Safeway,Capital One Savor,0,16.592656741110083
2022-01-21,Food,Dining Out,Dunkin',Capital One Savor,0,9.71857905356631
2022-01-21,Shopping,Merchandise,Target,Citi Double Cash,0,19.06619032312878
2022-01-22,Transportation,Rideshare,Uber,Capital One Savor,0,8.127965869620985
2022-01-22,Food,Dining Out,Dunkin',Capital One Savor,0,9.624519094309086
2022-01-23,Food,Groceries,Safeway,Capital One Savor,0,14.074617550907165
2022-01-23,Transportation,Parking,Parkmobile,Citi Double Cash,0,4.884495827798584
2022-01-24,Food,Groceries,Safeway,Capital One Savor,0,15.042552457666822
2022-01-24,Shopping,Clothes,Zara,Citi Double Cash,0,51.330274059806314
2022-01-24,Food,Dining Out,Chick Fil-A,Capital One Savor,0,12.071144607544399
2022-01-25,Food,Groceries,Safeway,Capital One Savor,0,15.743230976289649
2022-01-25,Shopping,Clothes,Target,Citi Double Cash,0,14.747839629294578
2022-01-25,Food,Dining Out,McDonald's,Capital One Savor,0,9.887857730571438
2022-01-25,Shopping,Clothes,Madewell,Citi Double Cash,0,39.690354319002054
2022-01-26,Transportation,Rideshare,Lyft,Citi Double Cash,0,9.890676991886563
2022-01-26,Shopping,Clothes,Zara,Citi Double Cash,0,49.692389652090036
2022-01-26,Food,Groceries,Safeway,Capital One Savor,0,14.406809122722375
2022-01-27,Food,Dining Out,Dunkin',Capital One Savor,0,10.940760102921494
2022-01-27,Shopping,Entertainment,Washington Nationals,Capital One Savor,0,20.487382853194728
2022-01-27,Transportation,Rideshare,Uber,Capital One Savor,0,9.014708191988156
2022-01-27,Transportation,Rideshare,Lyft,Citi Double Cash,0,9.057082849313556
2022-01-27,Shopping,Clothes,Madewell,Citi Double Cash,0,38.57269705325519
2022-01-28,Transportation,Public Transportation,Metro,Citi Double Cash,0,2.676451506158223
2022-01-28,Food,Dining Out,Chipotle,Capital One Savor,0,12.59193313104075
2022-01-28,Food,Groceries,Safeway,Capital One Savor,0,16.28271327484067
2022-01-28,Transportation,Gas,7-Eleven,Citi Custom Cash,0,29.619482710985803
2022-01-29,Food,Groceries,Safeway,Capital One Savor,0,15.85344486662822
2022-01-29,Transportation,Public Transportation,Metro,Citi Double Cash,0,4.459824085068424
2022-01-30,Transportation,Parking,Parkmobile,Citi Double Cash,0,4.972689557947185
2022-01-30,Shopping,Merchandise,Target,Citi Double Cash,0,20.767512215304507
2022-01-30,Food,Groceries,Whole Foods,Amazon,0,15.986393762483596
2022-01-31,Food,Dining Out,Chick Fil-A,Capital One Savor,0,13.573329727377207
2022-01-31,Food,Dining Out,McDonald's,Capital One Savor,0,9.576117422841808
2022-02-01,Food,Groceries,Giant,Capital One Savor,0,16.092899225707253
2022-02-01,Food,Dining Out,Dunkin',Capital One Savor,0,10.15676228970954
2022-02-01,Food,Groceries,Safeway,Capital One Savor,0,13.03282254358561
2022-02-01,Home,Rent,55555 Main Street,Bank of America Checking,0,1000
2022-02-01,Home,Utilities,Electric Company,Bank of America Checking,0,100
2022-02-01,Subscriptions,Netflix,Netflix,Capital One Savor,0,15
2022-02-01,Inflow,Ready to Assign,"My Job, Inc.",Bank of America Checking,4000,0
2022-02-01,Inflow,Ready to Assign,Interest,Capital One Savings,100,0
2022-02-02,Transportation,Rideshare,Lyft,Citi Double Cash,0,10.625268049302258
2022-02-02,Food,Dining Out,Chipotle,Capital One Savor,0,14.288023392370192
2022-02-02,Transportation,Parking,Parkmobile,Citi Double Cash,0,3.0622357097814494
2022-02-02,Shopping,Merchandise,Target,Citi Double Cash,0,20.680299085469485
2022-02-03,Food,Dining Out,Subway,Capital One Savor,0,10.862796282830521
2022-02-03,Shopping,Merchandise,Walmart,Citi Double Cash,0,19.213524788221644
2022-02-03,Transportation,Rideshare,Uber,Capital One Savor,0,8.969016937734708
2022-02-03,Shopping,Merchandise,Amazon,Citi Double Cash,0,21.3133101174272
2022-02-04,Shopping,Entertainment,AMC,Capital One Savor,0,12.317802545732055
2022-02-04,Food,Groceries,Giant,Capital One Savor,0,15.285067822310607
2022-02-05,Food,Groceries,Safeway,Capital One Savor,0,16.03628835978876
2022-02-05,Shopping,Merchandise,Target,Citi Double Cash,0,19.841353097693315
2022-02-05,Transportation,Rideshare,Uber,Capital One Savor,0,9.481101850726285
2022-02-05,Food,Groceries,Trader Joe's,Capital One Savor,0,15.356486346064191
2022-02-06,Food,Groceries,Trader Joe's,Capital One Savor,0,15.282983471276648
2022-02-06,Transportation,Rideshare,Lyft,Citi Double Cash,0,9.739122029397022
2022-02-07,Shopping,Clothes,Target,Citi Double Cash,0,14.796595044312726
2022-02-07,Shopping,Clothes,Madewell,Citi Double Cash,0,38.407399582687404
2022-02-08,Food,Groceries,Safeway,Capital One Savor,0,16.20206772587641
2022-02-08,Food,Groceries,Trader Joe's,Capital One Savor,0,14.080616722063839
2022-02-08,Food,Dining Out,Chick Fil-A,Capital One Savor,0,9.263996083729584
2022-02-09,Food,Groceries,Safeway,Capital One Savor,0,16.03609500534303
2022-02-09,Food,Dining Out,Subway,Capital One Savor,0,9.683775594922041
2022-02-09,Transportation,Public Transportation,Metro,Citi Double Cash,0,3.2763287695590964
2022-02-09,Shopping,Entertainment,AMC,Capital One Savor,0,12.873666908896952
2022-02-10,Food,Dining Out,Subway,Capital One Savor,0,10.497765876171917
2022-02-10,Transportation,Rideshare,Uber,Capital One Savor,0,11.34191306054462
2022-02-11,Transportation,Rideshare,Uber,Capital One Savor,0,11.080656996132781
2022-02-11,Shopping,Merchandise,Target,Citi Double Cash,0,20.356496713565836
2022-02-11,Food,Groceries,Safeway,Capital One Savor,0,16.498011839290175
2022-02-12,Food,Dining Out,McDonald's,Capital One Savor,0,10.461244168322411
2022-02-12,Food,Groceries,Giant,Capital One Savor,0,15.759991230579718
2022-02-12,Food,Dining Out,Chick Fil-A,Capital One Savor,0,12.40814753577629
2022-02-13,Food,Groceries,Safeway,Capital One Savor,0,15.54057528016704
2022-02-13,Shopping,Clothes,Madewell,Citi Double Cash,0,41.22416102180087
2022-02-13,Transportation,Public Transportation,Bus,Citi Double Cash,0,0.8728547953582177
2022-02-13,Shopping,Merchandise,Amazon,Citi Double Cash,0,21.425143502196406
2022-02-14,Shopping,Entertainment,Alamo,Capital One Savor,0,11.081601622915315
2022-02-14,Food,Dining Out,Chick Fil-A,Capital One Savor,0,11.806924570892452
2022-02-14,Food,Groceries,Giant,Capital One Savor,0,16.321733757941843
2022-02-14,Transportation,Rideshare,Uber,Capital One Savor,0,9.227272989028535
2022-02-15,Food,Groceries,Giant,Capital One Savor,0,15.17715838764406
2022-02-15,Food,Dining Out,McDonald's,Capital One Savor,0,9.46373875799855
2022-02-15,Shopping,Clothes,Target,Citi Double Cash,0,15.841016312324662
2022-02-16,Transportation,Gas,Citgo,Citi Custom Cash,0,29.76298944838354
2022-02-16,Shopping,Merchandise,Target,Citi Double Cash,0,20.722811424225135
2022-02-16,Food,Groceries,Whole Foods,Amazon,0,13.809790333953462
2022-02-16,Food,Dining Out,Dunkin',Capital One Savor,0,8.924249418039157
2022-02-17,Food,Groceries,Giant,Capital One Savor,0,14.431544565027783
2022-02-17,Food,Dining Out,Chipotle,Capital One Savor,0,13.623930422500143
2022-02-18,Food,Groceries,Safeway,Capital One Savor,0,13.000249539947655
2022-02-18,Food,Dining Out,Subway,Capital One Savor,0,8.507448491421101
2022-02-18,Transportation,Rideshare,Lyft,Citi Double Cash,0,8.897325332371945
2022-02-18,Food,Groceries,Giant,Capital One Savor,0,15.746762411350446
2022-02-19,Food,Dining Out,Chipotle,Capital One Savor,0,14.92950372883786
2022-02-19,Food,Groceries,Safeway,Capital One Savor,0,13.110538406515888
2022-02-19,Food,Groceries,Whole Foods,Amazon,0,15.644405282588766
2022-02-20,Shopping,Entertainment,Alamo,Capital One Savor,0,12.377767690946245
2022-02-20,Food,Dining Out,Subway,Capital One Savor,0,10.420855014359772
2022-02-20,Transportation,Rideshare,Uber,Capital One Savor,0,10.680514889654091
2022-02-21,Transportation,Gas,7-Eleven,Citi Custom Cash,0,32.44086564563126
2022-02-21,Transportation,Parking,Parkmobile,Citi Double Cash,0,4.711842926154419
2022-02-21,Shopping,Merchandise,Target,Citi Double Cash,0,19.672936638213404
2022-02-21,Food,Dining Out,McDonald's,Capital One Savor,0,11.041746581797776
2022-02-22,Shopping,Clothes,Target,Citi Double Cash,0,17.03336792585126
2022-02-22,Food,Groceries,Safeway,Capital One Savor,0,13.649334882933239
2022-02-22,Transportation,Rideshare,Uber,Capital One Savor,0,10.905942921708657
2022-02-23,Transportation,Rideshare,Uber,Capital One Savor,0,10.904018454876836
2022-02-23,Food,Groceries,Whole Foods,Amazon,0,16.985491196833053
2022-02-23,Shopping,Entertainment,AMC,Capital One Savor,0,12.206925360208237
2022-02-23,Food,Groceries,Trader Joe's,Capital One Savor,0,16.087175884074654
2022-02-23,Food,Dining Out,McDonald's,Capital One Savor,0,10.101907360822223
2022-02-24,Shopping,Merchandise,Target,Citi Double Cash,0,21.26348918716818
2022-02-24,Food,Dining Out,McDonald's,Capital One Savor,0,12.434313604658977
2022-02-24,Transportation,Public Transportation,Metro,Citi Double Cash,0,3.6243498178030595
2022-02-24,Food,Dining Out,Chipotle,Capital One Savor,0,16.494236558470693
2022-02-25,Transportation,Parking,Parkmobile,Citi Double Cash,0,4.530744932844753
2022-02-25,Shopping,Clothes,Madewell,Citi Double Cash,0,40.06570852161584
2022-02-25,Shopping,Merchandise,Target,Citi Double Cash,0,19.561535142272962
2022-02-26,Shopping,Merchandise,Target,Citi Double Cash,0,18.805744959399206
2022-02-26,Food,Groceries,Safeway,Capital One Savor,0,14.26417295960031
2022-02-26,Food,Dining Out,Subway,Capital One Savor,0,10.717045836122486
2022-02-26,Shopping,Entertainment,AMC,Capital One Savor,0,12.071923437513364
2022-02-27,Shopping,Clothes,Target,Citi Double Cash,0,15.465911390336117
2022-02-27,Food,Dining Out,Dunkin',Capital One Savor,0,11.06412003823606
2022-02-27,Transportation,Public Transportation,Metro,Citi Double Cash,0,4.4373304699652945
2022-02-27,Food,Groceries,Giant,Capital One Savor,0,14.193116509943309
2022-02-27,Transportation,Gas,Citgo,Citi Custom Cash,0,29.719399593549756
2022-02-28,Food,Groceries,Giant,Capital One Savor,0,15.762384206558087
2022-02-28,Food,Dining Out,Chick Fil-A,Capital One Savor,0,12.832057104316817
2022-03-01,Shopping,Clothes,Target,Citi Double Cash,0,13.729131221165067
2022-03-01,Shopping,Entertainment,AMC,Capital One Savor,0,12.819432509715845
2022-03-01,Shopping,Clothes,Madewell,Citi Double Cash,0,41.212703724272274
2022-03-01,Home,Rent,55555 Main Street,Bank of America Checking,0,1000
2022-03-01,Home,Utilities,Electric Company,Bank of America Checking,0,100
2022-03-01,Subscriptions,Netflix,Netflix,Capital One Savor,0,15
2022-03-01,Inflow,Ready to Assign,"My Job, Inc.",Bank of America Checking,4000,0
2022-03-01,Inflow,Ready to Assign,Interest,Capital One Savings,100,0
2022-03-02,Shopping,Merchandise,Target,Citi Double Cash,0,21.174574898889713
2022-03-02,Food,Dining Out,Chick Fil-A,Capital One Savor,0,11.320864076596411
2022-03-03,Shopping,Merchandise,Target,Citi Double Cash,0,19.03169543202898
2022-03-03,Food,Dining Out,McDonald's,Capital One Savor,0,8.82742085228479
2022-03-03,Shopping,Merchandise,Walmart,Citi Double Cash,0,19.82357216519822
2022-03-03,Food,Dining Out,Subway,Capital One Savor,0,10.561055338965316
2022-03-04,Food,Groceries,Giant,Capital One Savor,0,14.453202530589406
2022-03-04,Food,Dining Out,Chick Fil-A,Capital One Savor,0,13.224035632852905
2022-03-05,Food,Groceries,Giant,Capital One Savor,0,15.212905664815644
2022-03-05,Food,Dining Out,Chipotle,Capital One Savor,0,15.978118717577987
2022-03-05,Transportation,Public Transportation,Metro,Citi Double Cash,0,2.5046125327622386
2022-03-06,Food,Dining Out,Subway,Capital One Savor,0,11.067063259839923
2022-03-06,Transportation,Parking,Parking Garage,Citi Double Cash,0,5.005590360229453
2022-03-06,Food,Groceries,Safeway,Capital One Savor,0,13.265454696046877
2022-03-06,Food,Groceries,Whole Foods,Amazon,0,14.765944500498323
2022-03-06,Food,Dining Out,Dunkin',Capital One Savor,0,9.315735712888243
2022-03-07,Food,Groceries,Giant,Capital One Savor,0,13.395829474698179
2022-03-07,Shopping,Clothes,Target,Citi Double Cash,0,14.144142051202518
2022-03-07,Shopping,Entertainment,Alamo,Capital One Savor,0,12.387398163725155
2022-03-07,Shopping,Merchandise,Amazon,Citi Double Cash,0,20.251652736784774
2022-03-08,Transportation,Parking,Parkmobile,Citi Double Cash,0,3.489087621614566
2022-03-08,Food,Dining Out,Chipotle,Capital One Savor,0,15.440593703685593
2022-03-08,Shopping,Entertainment,Alamo,Capital One Savor,0,11.161701080428095
2022-03-08,Food,Dining Out,McDonald's,Capital One Savor,0,10.036471818673174
2022-03-09,Shopping,Clothes,Target,Citi Double Cash,0,15.351879273881027
2022-03-09,Shopping,Merchandise,Walmart,Citi Double Cash,0,18.56295080152235
2022-03-09,Food,Groceries,Safeway,Capital One Savor,0,14.785210468147634
2022-03-10,Food,Dining Out,Subway,Capital One Savor,0,10.579049497021167
2022-03-10,Shopping,Merchandise,Walmart,Citi Double Cash,0,18.33048873492669
2022-03-10,Shopping,Merchandise,Target,Citi Double Cash,0,20.211258402244606
2022-03-10,Shopping,Entertainment,Washington Nationals,Capital One Savor,0,20.365155914292362
2022-03-11,Food,Dining Out,McDonald's,Capital One Savor,0,10.175291998808305
2022-03-11,Transportation,Parking,Parking Garage,Citi Double Cash,0,3.4977844008231833
2022-03-12,Food,Groceries,Giant,Capital One Savor,0,12.462943915984354
2022-03-13,Shopping,Clothes,Target,Citi Double Cash,0,13.06631062354916
2022-03-13,Food,Groceries,Giant,Capital One Savor,0,15.711808832017812
2022-03-13,Food,Groceries,Safeway,Capital One Savor,0,17.09190344446425
2022-03-14,Food,Dining Out,Chipotle,Capital One Savor,0,14.590087061199258
2022-03-14,Food,Groceries,Safeway,Capital One Savor,0,14.205923682845684
2022-03-14,Food,Groceries,Trader Joe's,Capital One Savor,0,14.173704186576806
2022-03-15,Shopping,Clothes,Zara,Citi Double Cash,0,49.05403226494635
2022-03-15,Food,Groceries,Safeway,Capital One Savor,0,14.907520503380596
2022-03-15,Shopping,Clothes,Target,Citi Double Cash,0,15.761596618633584
2022-03-16,Food,Groceries,Safeway,Capital One Savor,0,14.70395191980322
2022-03-16,Food,Groceries,Trader Joe's,Capital One Savor,0,15.025861187999304
2022-03-16,Transportation,Rideshare,Lyft,Citi Double Cash,0,10.778285390027118
2022-03-16,Transportation,Rideshare,Uber,Capital One Savor,0,9.126713821569824
2022-03-17,Food,Dining Out,Dunkin',Capital One Savor,0,8.759002961444258
2022-03-17,Food,Groceries,Giant,Capital One Savor,0,14.826061565825034
2022-03-17,Food,Dining Out,Chick Fil-A,Capital One Savor,0,10.824960933416977
2022-03-17,Food,Groceries,Trader Joe's,Capital One Savor,0,16.018514665897726
2022-03-18,Food,Dining Out,Chipotle,Capital One Savor,0,15.797139814179125
2022-03-19,Food,Groceries,Giant,Capital One Savor,0,16.200461428630284
2022-03-19,Food,Dining Out,Dunkin',Capital One Savor,0,10.192974866840402
2022-03-20,Food,Groceries,Safeway,Capital One Savor,0,16.25326543300224
2022-03-20,Food,Dining Out,Subway,Capital One Savor,0,9.268913595780228
2022-03-20,Food,Dining Out,McDonald's,Capital One Savor,0,9.813280339273287
2022-03-21,Food,Dining Out,McDonald's,Capital One Savor,0,10.60450071740941
2022-03-21,Food,Dining Out,Chipotle,Capital One Savor,0,15.360618821709526
2022-03-21,Food,Dining Out,Chick Fil-A,Capital One Savor,0,11.461545440183365
2022-03-22,Shopping,Merchandise,Target,Citi Double Cash,0,20.248750172399323
2022-03-22,Shopping,Entertainment,Washington Nationals,Capital One Savor,0,19.190420267183562
2022-03-23,Food,Dining Out,Chipotle,Capital One Savor,0,15.474696783800917
2022-03-23,Food,Dining Out,Dunkin',Capital One Savor,0,8.849179892668008
2022-03-23,Food,Dining Out,McDonald's,Capital One Savor,0,8.944655853285608
2022-03-23,Food,Groceries,Giant,Capital One Savor,0,14.327234637012728
2022-03-24,Food,Groceries,Safeway,Capital One Savor,0,15.72492429010219
2022-03-24,Shopping,Merchandise,Amazon,Citi Double Cash,0,20.63976393562655
2022-03-24,Transportation,Public Transportation,Metro,Citi Double Cash,0,3.4042515898016594
2022-03-24,Food,Groceries,Trader Joe's,Capital One Savor,0,17.252394616406093
2022-03-25,Food,Groceries,Safeway,Capital One Savor,0,14.840205562752566
2022-03-25,Food,Dining Out,McDonald's,Capital One Savor,0,9.901870795658432
2022-03-25,Transportation,Public Transportation,Metro,Citi Double Cash,0,3.9310474356784466
2022-03-25,Food,Groceries,Whole Foods,Amazon,0,15.203228906744867
2022-03-26,Food,Dining Out,McDonald's,Capital One Savor,0,10.897098678429659
2022-03-26,Shopping,Entertainment,Washington Nationals,Capital One Savor,0,20.73823557544648
2022-03-26,Food,Dining Out,Dunkin',Capital One Savor,0,10.394905552032334
2022-03-27,Transportation,Gas,Shell,Citi Custom Cash,0,30.758034435607946
2022-03-27,Food,Dining Out,Subway,Capital One Savor,0,10.343837770866967
2022-03-27,Food,Groceries,Whole Foods,Amazon,0,13.568089613111287
2022-03-27,Food,Groceries,Giant,Capital One Savor,0,14.411826611769584
2022-03-28,Food,Groceries,Giant,Capital One Savor,0,16.045318923107704
2022-03-28,Food,Dining Out,Chick Fil-A,Capital One Savor,0,11.641298925447742
2022-03-28,Food,Groceries,Safeway,Capital One Savor,0,16.51974275856326
2022-03-29,Shopping,Clothes,Target,Citi Double Cash,0,13.714910577115099
2022-03-29,Shopping,Entertainment,Alamo,Capital One Savor,0,10.520828966099963
2022-03-29,Shopping,Entertainment,Washington Nationals,Capital One Savor,0,20.59720081481831
2022-03-29,Shopping,Merchandise,Target,Citi Double Cash,0,20.248988545855205
2022-03-30,Shopping,Clothes,Madewell,Citi Double Cash,0,39.0807992234316
2022-03-30,Transportation,Gas,7-Eleven,Citi Custom Cash,0,30.958696055761727
2022-03-30,Food,Dining Out,Subway,Capital One Savor,0,9.12108837003199
2022-03-31,Transportation,Parking,Parking Garage,Citi Double Cash,0,4.418345749849452
2022-03-31,Transportation,Public Transportation,Metro,Citi Double Cash,0,3.50898920310503
2022-03-31,Food,Groceries,Giant,Capital One Savor,0,13.709590313418506
2022-03-31,Food,Dining Out,Subway,Capital One Savor,0,11.278813105071146
2022-03-31,Food,Dining Out,Chipotle,Capital One Savor,0,15.21578049324541
2022-04-01,Food,Groceries,Safeway,Capital One Savor,0,14.456244571462904
2022-04-01,Home,Rent,55555 Main Street,Bank of America Checking,0,1000
2022-04-01,Home,Utilities,Electric Company,Bank of America Checking,0,100
2022-04-01,Subscriptions,Netflix,Netflix,Capital One Savor,0,15
2022-04-01,Inflow,Ready to Assign,"My Job, Inc.",Bank of America Checking,4000,0
2022-04-01,Inflow,Ready to Assign,Interest,Capital One Savings,100,0
2022-04-02,Shopping,Merchandise,Walmart,Citi Double Cash,0,22.203349589262782
2022-04-02,Food,Dining Out,McDonald's,Capital One Savor,0,8.682676585412574
2022-04-02,Shopping,Merchandise,Target,Citi Double Cash,0,21.18405306745301
2022-04-03,Food,Groceries,Trader Joe's,Capital One Savor,0,15.440836152609359
2022-04-03,Food,Groceries,Safeway,Capital One Savor,0,14.303758446767405
2022-04-04,Food,Groceries,Giant,Capital One Savor,0,14.847390126516098
2022-04-04,Shopping,Entertainment,Alamo,Capital One Savor,0,13.234709135747963
2022-04-04,Shopping,Merchandise,Walmart,Citi Double Cash,0,21.072346156285878
2022-04-05,Food,Groceries,Giant,Capital One Savor,0,15.10011945765011
2022-04-05,Food,Dining Out,Chick Fil-A,Capital One Savor,0,10.708007804971041
2022-04-05,Transportation,Rideshare,Uber,Capital One Savor,0,9.605184147642568
2022-04-06,Food,Dining Out,McDonald's,Capital One Savor,0,9.631252496437735
2022-04-07,Shopping,Clothes,Target,Citi Double Cash,0,15.566282463035998
2022-04-07,Food,Dining Out,Chick Fil-A,Capital One Savor,0,11.61079052652339
2022-04-07,Shopping,Entertainment,Washington Nationals,Capital One Savor,0,19.23527747435046
2022-04-07,Transportation,Parking,Parkmobile,Citi Double Cash,0,2.405512572318443
2022-04-07,Food,Groceries,Giant,Capital One Savor,0,16.35518996160871
2022-04-08,Shopping,Entertainment,Washington Nationals,Capital One Savor,0,19.777690934798205
2022-04-08,Food,Groceries,Giant,Capital One Savor,0,15.506662473413636
2022-04-08,Transportation,Gas,7-Eleven,Citi Custom Cash,0,29.22484086209507
2022-04-08,Food,Groceries,Trader Joe's,Capital One Savor,0,15.344983709444952
2022-04-08,Shopping,Merchandise,Target,Citi Double Cash,0,18.368277986871156
2022-04-09,Shopping,Entertainment,Alamo,Capital One Savor,0,12.022634636934924
2022-04-09,Transportation,Gas,Citgo,Citi Custom Cash,0,28.472420252465447
2022-04-09,Shopping,Merchandise,Walmart,Citi Double Cash,0,19.092171874256998
2022-04-10,Food,Groceries,Trader Joe's,Capital One Savor,0,15.712926330176181
2022-04-10,Food,Groceries,Safeway,Capital One Savor,0,17.257327651764648
2022-04-10,Transportation,Rideshare,Lyft,Citi Double Cash,0,8.918382706438523
2022-04-11,Shopping,Clothes,Target,Citi Double Cash,0,13.41201897046588
2022-04-11,Transportation,Rideshare,Lyft,Citi Double Cash,0,11.4552731711521
2022-04-11,Shopping,Merchandise,Target,Citi Double Cash,0,20.048124045334685
2022-04-12,Food,Dining Out,Dunkin',Capital One Savor,0,10.338983906616587
2022-04-12,Transportation,Gas,7-Eleven,Citi Custom Cash,0,29.485301341203474
2022-04-12,Food,Groceries,Giant,Capital One Savor,0,16.058952389075454
2022-04-12,Transportation,Rideshare,Lyft,Citi Double Cash,0,10.203409861068796
2022-04-13,Transportation,Public Transportation,Metro,Citi Double Cash,0,3.224068216485865
2022-04-13,Transportation,Public Transportation,Bus,Citi Double Cash,0,3.0841350807344066
2022-04-13,Food,Groceries,Safeway,Capital One Savor,0,15.377441897286321
2022-04-14,Food,Dining Out,Subway,Capital One Savor,0,7.746383304605789
2022-04-15,Food,Groceries,Giant,Capital One Savor,0,13.703667130006265
2022-04-16,Food,Groceries,Giant,Capital One Savor,0,14.724407610120792
2022-04-16,Shopping,Merchandise,Amazon,Citi Double Cash,0,20.018100451866196
2022-04-16,Transportation,Rideshare,Uber,Capital One Savor,0,10.700347283370185
2022-04-16,Food,Dining Out,Subway,Capital One Savor,0,11.799906113266875
2022-04-17,Food,Dining Out,Dunkin',Capital One Savor,0,10.247960253363459
2022-04-17,Food,Groceries,Safeway,Capital One Savor,0,14.341584582312434
2022-04-17,Food,Groceries,Whole Foods,Amazon,0,15.050544444801373
2022-04-17,Shopping,Entertainment,AMC,Capital One Savor,0,12.363264940830247
2022-04-17,Shopping,Merchandise,Walmart,Citi Double Cash,0,19.42989890915299
2022-04-18,Food,Dining Out,Subway,Capital One Savor,0,9.71301671258808
2022-04-18,Food,Groceries,Safeway,Capital One Savor,0,12.539949340321101
2022-04-18,Food,Dining Out,Chipotle,Capital One Savor,0,16.015123683738388
2022-04-19,Shopping,Entertainment,AMC,Capital One Savor,0,12.470370029552724
2022-04-19,Shopping,Clothes,Zara,Citi Double Cash,0,50.55458523575972
2022-04-20,Food,Dining Out,Chipotle,Capital One Savor,0,14.607833391174271
2022-04-21,Food,Groceries,Giant,Capital One Savor,0,15.558516679620006
2022-04-21,Food,Dining Out,Chipotle,Capital One Savor,0,14.164114722191925
2022-04-22,Shopping,Entertainment,Washington Nationals,Capital One Savor,0,18.659507506243013
2022-04-22,Transportation,Rideshare,Uber,Capital One Savor,0,11.175244103130474
2022-04-22,Food,Dining Out,Chipotle,Capital One Savor,0,13.61948541909274
2022-04-23,Shopping,Merchandise,Target,Citi Double Cash,0,21.15456047157313
2022-04-23,Food,Dining Out,McDonald's,Capital One Savor,0,9.865887881895343
2022-04-24,Food,Dining Out,McDonald's,Capital One Savor,0,9.354035936227636
2022-04-24,Transportation,Gas,Citgo,Citi Custom Cash,0,30.857088841958763
2022-04-24,Food,Groceries,Safeway,Capital One Savor,0,15.010092528923762
2022-04-25,Food,Groceries,Giant,Capital One Savor,0,14.24571622702845
2022-04-25,Transportation,Public Transportation,Bus,Citi Double Cash,0,3.2236043633095846
2022-04-25,Food,Dining Out,Subway,Capital One Savor,0,11.684112206056797
2022-04-25,Shopping,Entertainment,Alamo,Capital One Savor,0,12.123674476823185
2022-04-26,Transportation,Gas,Shell,Citi Custom Cash,0,30.82327010177661
2022-04-26,Food,Groceries,Safeway,Capital One Savor,0,13.717647358883001
2022-04-26,Food,Groceries,Trader Joe's,Capital One Savor,0,15.024137253699578
2022-04-26,Transportation,Parking,Parking Garage,Citi Double Cash,0,4.072053581757392
2022-04-27,Food,Groceries,Safeway,Capital One Savor,0,14.564437526912357
2022-04-27,Shopping,Merchandise,Target,Citi Double Cash,0,20.85356995665743
2022-04-27,Food,Dining Out,McDonald's,Capital One Savor,0,11.415328471981494
2022-04-27,Transportation,Public Transportation,Metro,Citi Double Cash,0,3.338223092744429
2022-04-28,Shopping,Merchandise,Target,Citi Double Cash,0,18.202109710804553
2022-04-28,Food,Dining Out,McDonald's,Capital One Savor,0,11.934863767548286
2022-04-28,Shopping,Merchandise,Amazon,Citi Double Cash,0,19.534149309368278
2022-04-28,Transportation,Rideshare,Lyft,Citi Double Cash,0,12.493335722409356
2022-04-29,Food,Groceries,Safeway,Capital One Savor,0,13.223275555565348
2022-04-29,Shopping,Merchandise,Walmart,Citi Double Cash,0,20.08242722088284
2022-04-30,Food,Groceries,Trader Joe's,Capital One Savor,0,15.648341450590127
2022-04-30,Food,Dining Out,McDonald's,Capital One Savor,0,10.215059612753285
2022-04-30,Shopping,Merchandise,Target,Citi Double Cash,0,20.132385022667034
2022-05-01,Transportation,Parking,Parkmobile,Citi Double Cash,0,5.304512485407821
2022-05-01,Shopping,Clothes,Madewell,Citi Double Cash,0,40.704791457195505
2022-05-01,Home,Rent,55555 Main Street,Bank of America Checking,0,1000
2022-05-01,Home,Utilities,Electric Company,Bank of America Checking,0,100
2022-05-01,Subscriptions,Netflix,Netflix,Capital One Savor,0,15
2022-05-01,Inflow,Ready to Assign,"My Job, Inc.",Bank of America Checking,4000,0
2022-05-01,Inflow,Ready to Assign,Interest,Capital One Savings,100,0
2022-05-02,Shopping,Merchandise,Target,Citi Double Cash,0,22.40470178043259
2022-05-02,Food,Dining Out,Chick Fil-A,Capital One Savor,0,11.340664509349448
2022-05-02,Shopping,Merchandise,Amazon,Citi Double Cash,0,21.688879034556773
2022-05-02,Shopping,Clothes,Madewell,Citi Double Cash,0,40.625484888248394
2022-05-03,Transportation,Gas,7-Eleven,Citi Custom Cash,0,29.864218650964546
2022-05-03,Transportation,Parking,Parking Garage,Citi Double Cash,0,3.0403087937187148
2022-05-03,Food,Dining Out,Chipotle,Capital One Savor,0,14.347863973227547
2022-05-03,Transportation,Gas,Citgo,Citi Custom Cash,0,29.665373140564895
2022-05-04,Transportation,Gas,Citgo,Citi Custom Cash,0,31.65985299575803
2022-05-04,Transportation,Rideshare,Uber,Capital One Savor,0,9.961722630650609
2022-05-04,Food,Dining Out,Chipotle,Capital One Savor,0,15.57696006596401
2022-05-05,Food,Groceries,Safeway,Capital One Savor,0,17.257629071622116
