date,category_group,category,payee,account,inflow,outflow
10/06/2021,Food,Groceries,Safeway,Capital One Savor,$0,$15.01
10/06/2021,Shopping,Merchandise,Amazon,Citi Double Cash,$0,$21.54
10/06/2021,Food,Dining Out,Chick Fil-A,Capital One Savor,$0,$12.26
10/07/2021,Shopping,Merchandise,Target,Citi Double Cash,$0,$20.37
10/07/2021,Food,Groceries,Safeway,Capital One Savor,$0,$15.26
10/07/2021,Shopping,Entertainment,Alamo,Capital One Savor,$0,$13
10/08/2021,Food,Groceries,Safeway,Capital One Savor,$0,$15.66
10/08/2021,Food,Groceries,Giant,Capital One Savor,$0,$15.25
10/08/2021,Food,Dining Out,Chipotle,Capital One Savor,$0,$15.16
10/08/2021,Shopping,Entertainment,Washington Nationals,Capital One Savor,$0,$18.99
10/09/2021,Shopping,Merchandise,Amazon,Citi Double Cash,$0,$19.59
10/09/2021,Shopping,Merchandise,Walmart,Citi Double Cash,$0,$19.9
10/09/2021,Food,Dining Out,Dunkin',Capital One Savor,$0,$9.09
10/09/2021,Transportation,Gas,7-Eleven,Citi Custom Cash,$0,$30.18
10/09/2021,Food,Dining Out,McDonald's,Capital One Savor,$0,$9.54
10/10/2021,Transportation,Public Transportation,Metro,Citi Double Cash,$0,$0.94
10/10/2021,Shopping,Clothes,Madewell,Citi Double Cash,$0,$40.52
10/10/2021,Shopping,Clothes,Zara,Citi Double Cash,$0,$50.45
10/11/2021,Shopping,Entertainment,Alamo,Capital One Savor,$0,$10.92
10/11/2021,Food,Dining Out,Chick Fil-A,Capital One Savor,$0,$12.33
10/11/2021,Shopping,Merchandise,Target,Citi Double Cash,$0,$18.53
10/12/2021,Food,Groceries,Trader Joe's,Capital One Savor,$0,$13.69
10/12/2021,Food,Groceries,Safeway,Capital One Savor,$0,$15.32
10/12/2021,Transportation,Public Transportation,Metro,Citi Double Cash,$0,$1.73
10/13/2021,Shopping,Merchandise,Walmart,Citi Double Cash,$0,$19.43
10/13/2021,Transportation,Parking,Parkmobile,Citi Double Cash,$0,$2.44
10/14/2021,Transportation,Rideshare,Uber,Capital One Savor,$0,$8.63
10/14/2021,Food,Dining Out,Dunkin',Capital One Savor,$0,$10.66
10/14/2021,Transportation,Public Transportation,Metro,Citi Double Cash,$0,$4.53
10/15/2021,Food,Dining Out,Dunkin',Capital One Savor,$0,$11.21
10/15/2021,Food,Groceries,Trader Joe's,Capital One Savor,$0,$14.98
10/16/2021,Food,Groceries,Giant,Capital One Savor,$0,$17.09
10/16/2021,Food,Groceries,Safeway,Capital One Savor,$0,$14.43
10/16/2021,Food,Dining Out,Chick Fil-A,Capital One Savor,$0,$13.74
10/17/2021,Food,Groceries,Giant,Capital One Savor,$0,$15.03
10/17/2021,Food,Dining Out,Chick Fil-A,Capital One Savor,$0,$11.96
10/17/2021,Food,Dining Out,McDonald's,Capital One Savor,$0,$9.78
10/18/2021,Food,Groceries,Safeway,Capital One Savor,$0,$16.12
10/18/2021,Food,Dining Out,Chick Fil-A,Capital One Savor,$0,$13.12
10/18/2021,Food,Groceries,Giant,Capital One Savor,$0,$15.94
10/19/2021,Transportation,Gas,7-Eleven,Citi Custom Cash,$0,$31.31
10/19/2021,Shopping,Clothes,Madewell,Citi Double Cash,$0,$39.51
10/20/2021,Food,Dining Out,McDonald's,Capital One Savor,$0,$10
10/20/2021,Food,Groceries,Safeway,Capital One Savor,$0,$14.76
10/20/2021,Shopping,Clothes,Zara,Citi Double Cash,$0,$51.48
10/21/2021,Food,Dining Out,Dunkin',Capital One Savor,$0,$11.42
10/21/2021,Shopping,Entertainment,Washington Nationals,Capital One Savor,$0,$21.01
10/21/2021,Food,Groceries,Whole Foods,Amazon,$0,$16.18
10/21/2021,Food,Groceries,Safeway,Capital One Savor,$0,$16.97
10/22/2021,Transportation,Parking,Parkmobile,Citi Double Cash,$0,$4.28
10/22/2021,Food,Dining Out,McDonald's,Capital One Savor,$0,$9.78
10/23/2021,Food,Groceries,Trader Joe's,Capital One Savor,$0,$14.27
10/23/2021,Transportation,Parking,Parking Garage,Citi Double Cash,$0,$4
10/24/2021,Shopping,Clothes,Target,Citi Double Cash,$0,$14.35
10/24/2021,Transportation,Gas,Shell,Citi Custom Cash,$0,$29.57
10/24/2021,Shopping,Clothes,Madewell,Citi Double Cash,$0,$38.73
10/25/2021,Food,Dining Out,Dunkin',Capital One Savor,$0,$8.81
10/25/2021,Transportation,Public Transportation,Bus,Citi Double Cash,$0,$3.01
10/26/2021,Food,Dining Out,McDonald's,Capital One Savor,$0,$10.22
10/26/2021,Shopping,Entertainment,Alamo,Capital One Savor,$0,$12.23
10/27/2021,Food,Groceries,Trader Joe's,Capital One Savor,$0,$16.13
10/27/2021,Transportation,Rideshare,Uber,Capital One Savor,$0,$9.75
10/27/2021,Food,Groceries,Safeway,Capital One Savor,$0,$16.31
10/28/2021,Food,Groceries,Giant,Capital One Savor,$0,$16.11
10/28/2021,Food,Dining Out,McDonald's,Capital One Savor,$0,$10.32
10/28/2021,Shopping,Clothes,Zara,Citi Double Cash,$0,$49.81
10/29/2021,Food,Groceries,Trader Joe's,Capital One Savor,$0,$15.84
10/30/2021,Food,Dining Out,McDonald's,Capital One Savor,$0,$11.45
10/31/2021,Transportation,Gas,7-Eleven,Citi Custom Cash,$0,$30.56
10/31/2021,Transportation,Parking,Parkmobile,Citi Double Cash,$0,$4.81
10/31/2021,Shopping,Merchandise,Amazon,Citi Double Cash,$0,$20.01
11/01/2021,Food,Groceries,Trader Joe's,Capital One Savor,$0,$14.45
11/01/2021,Food,Groceries,Safeway,Capital One Savor,$0,$16.04
11/01/2021,Shopping,Merchandise,Amazon,Citi Double Cash,$0,$19.11
11/01/2021,Food,Dining Out,Dunkin',Capital One Savor,$0,$10.44
11/01/2021,Shopping,Merchandise,Target,Citi Double Cash,$0,$17.84
11/01/2021,Home,Rent,55555 Main Street,Bank of America Checking,$0,$1000
11/01/2021,Home,Utilities,Electric Company,Bank of America Checking,$0,$100
11/01/2021,Subscriptions,Netflix,Netflix,Capital One Savor,$0,$15
11/01/2021,Inflow,Ready to Assign,"My Job, Inc.",Bank of America Checking,$4000,$0
11/01/2021,Inflow,Ready to Assign,Interest,Capital One Savings,$100,$0
11/02/2021,Shopping,Merchandise,Amazon,Citi Double Cash,$0,$20.51
11/02/2021,Transportation,Gas,Citgo,Citi Custom Cash,$0,$30.2
11/02/2021,Food,Dining Out,Chick Fil-A,Capital One Savor,$0,$12.38
11/03/2021,Food,Groceries,Trader Joe's,Capital One Savor,$0,$16.17
11/03/2021,Shopping,Merchandise,Target,Citi Double Cash,$0,$20.05
11/03/2021,Food,Dining Out,Subway,Capital One Savor,$0,$9.64
11/04/2021,Food,Groceries,Giant,Capital One Savor,$0,$15.68
11/04/2021,Shopping,Merchandise,Amazon,Citi Double Cash,$0,$20.44
11/05/2021,Transportation,Public Transportation,Bus,Citi Double Cash,$0,$4.02
11/05/2021,Transportation,Rideshare,Lyft,Citi Double Cash,$0,$10.66
11/05/2021,Food,Dining Out,Subway,Capital One Savor,$0,$11
11/06/2021,Shopping,Entertainment,Washington Nationals,Capital One Savor,$0,$18.61
11/06/2021,Food,Groceries,Giant,Capital One Savor,$0,$14.79
11/06/2021,Transportation,Rideshare,Lyft,Citi Double Cash,$0,$10.4
11/06/2021,Food,Groceries,Trader Joe's,Capital One Savor,$0,$15.73
11/07/2021,Food,Groceries,Trader Joe's,Capital One Savor,$0,$15.77
11/07/2021,Food,Groceries,Safeway,Capital One Savor,$0,$15.77
11/07/2021,Food,Dining Out,Dunkin',Capital One Savor,$0,$11.22
11/07/2021,Food,Dining Out,McDonald's,Capital One Savor,$0,$10.08
11/07/2021,Transportation,Public Transportation,Bus,Citi Double Cash,$0,$2.48
11/08/2021,Food,Groceries,Giant,Capital One Savor,$0,$15.36
11/08/2021,Shopping,Merchandise,Target,Citi Double Cash,$0,$20
11/08/2021,Food,Dining Out,Dunkin',Capital One Savor,$0,$9.98
11/09/2021,Transportation,Rideshare,Uber,Capital One Savor,$0,$9.8
11/09/2021,Food,Groceries,Trader Joe's,Capital One Savor,$0,$14.16
11/09/2021,Food,Groceries,Safeway,Capital One Savor,$0,$16.17
11/10/2021,Transportation,Parking,Parking Garage,Citi Double Cash,$0,$6.59
11/10/2021,Food,Groceries,Whole Foods,Amazon,$0,$15.78
11/10/2021,Food,Dining Out,Subway,Capital One Savor,$0,$10.3
11/11/2021,Food,Dining Out,Chick Fil-A,Capital One Savor,$0,$13.39
11/11/2021,Food,Groceries,Safeway,Capital One Savor,$0,$15.69
11/11/2021,Food,Dining Out,Subway,Capital One Savor,$0,$9.85
11/12/2021,Transportation,Rideshare,Uber,Capital One Savor,$0,$10.64
11/12/2021,Food,Groceries,Safeway,Capital One Savor,$0,$15.96
11/13/2021,Food,Groceries,Giant,Capital One Savor,$0,$14.18
11/13/2021,Food,Groceries,Safeway,Capital One Savor,$0,$13.31
11/13/2021,Shopping,Merchandise,Amazon,Citi Double Cash,$0,$21.03
11/14/2021,Shopping,Entertainment,Alamo,Capital One Savor,$0,$14.18
11/14/2021,Food,Groceries,Safeway,Capital One Savor,$0,$15.13
11/14/2021,Shopping,Clothes,Target,Citi Double Cash,$0,$14.29
11/15/2021,Food,Dining Out,Subway,Capital One Savor,$0,$8.93
11/15/2021,Transportation,Public Transportation,Metro,Citi Double Cash,$0,$4.88
11/15/2021,Food,Groceries,Giant,Capital One Savor,$0,$13.12
11/15/2021,Food,Dining Out,Dunkin',Capital One Savor,$0,$10.04
11/16/2021,Food,Dining Out,McDonald's,Capital One Savor,$0,$11.32
11/16/2021,Shopping,Merchandise,Target,Citi Double Cash,$0,$20
11/16/2021,Shopping,Merchandise,Walmart,Citi Double Cash,$0,$21.71
11/17/2021,Food,Groceries,Trader Joe's,Capital One Savor,$0,$15.25
11/17/2021,Food,Groceries,Giant,Capital One Savor,$0,$15.56
11/17/2021,Transportation,Parking,Parkmobile,Citi Double Cash,$0,$3.59
11/17/2021,Food,Dining Out,Chipotle,Capital One Savor,$0,$14.47
11/18/2021,Shopping,Merchandise,Walmart,Citi Double Cash,$0,$19.49
11/18/2021,Food,Dining Out,McDonald's,Capital One Savor,$0,$9.11
11/18/2021,Food,Groceries,Giant,Capital One Savor,$0,$14.28
11/18/2021,Shopping,Entertainment,Alamo,Capital One Savor,$0,$12.47
11/19/2021,Food,Groceries,Safeway,Capital One Savor,$0,$16.73
11/19/2021,Shopping,Clothes,Zara,Citi Double Cash,$0,$50.38
11/19/2021,Shopping,Entertainment,Alamo,Capital One Savor,$0,$11.47
11/20/2021,Food,Dining Out,Chick Fil-A,Capital One Savor,$0,$13
11/20/2021,Shopping,Merchandise,Amazon,Citi Double Cash,$0,$22.21
11/21/2021,Shopping,Merchandise,Walmart,Citi Double Cash,$0,$20.88
11/21/2021,Food,Dining Out,Subway,Capital One Savor,$0,$9.2
11/21/2021,Transportation,Gas,Citgo,Citi Custom Cash,$0,$30.95
11/22/2021,Food,Dining Out,McDonald's,Capital One Savor,$0,$9.26
11/22/2021,Shopping,Merchandise,Walmart,Citi Double Cash,$0,$20.39
11/22/2021,Food,Groceries,Safeway,Capital One Savor,$0,$15.86
11/23/2021,Shopping,Merchandise,Target,Citi Double Cash,$0,$20.28
11/23/2021,Shopping,Entertainment,Alamo,Capital One Savor,$0,$12.8
11/23/2021,Food,Groceries,Safeway,Capital One Savor,$0,$12.44
11/24/2021,Transportation,Parking,Parkmobile,Citi Double Cash,$0,$5.52
11/24/2021,Food,Groceries,Safeway,Capital One Savor,$0,$12.87
11/25/2021,Food,Groceries,Safeway,Capital One Savor,$0,$14.61
11/25/2021,Shopping,Entertainment,Washington Nationals,Capital One Savor,$0,$19.96
11/25/2021,Shopping,Merchandise,Amazon,Citi Double Cash,$0,$19.6
11/25/2021,Transportation,Gas,Citgo,Citi Custom Cash,$0,$28.15
11/25/2021,Food,Dining Out,Dunkin',Capital One Savor,$0,$10.4
11/26/2021,Transportation,Gas,Shell,Citi Custom Cash,$0,$30.73
11/26/2021,Food,Groceries,Giant,Capital One Savor,$0,$15.05
11/26/2021,Transportation,Parking,Parkmobile,Citi Double Cash,$0,$2.55
11/27/2021,Food,Groceries,Whole Foods,Amazon,$0,$15.92
11/27/2021,Transportation,Parking,Parking Garage,Citi Double Cash,$0,$4.78
11/27/2021,Transportation,Rideshare,Lyft,Citi Double Cash,$0,$9.17
11/27/2021,Transportation,Gas,Shell,Citi Custom Cash,$0,$31.6
11/28/2021,Shopping,Clothes,Target,Citi Double Cash,$0,$13.93
11/28/2021,Shopping,Clothes,Zara,Citi Double Cash,$0,$49.91
11/28/2021,Food,Dining Out,Subway,Capital One Savor,$0,$8.57
11/29/2021,Shopping,Merchandise,Amazon,Citi Double Cash,$0,$19.29
11/29/2021,Food,Dining Out,McDonald's,Capital One Savor,$0,$9.91
11/30/2021,Food,Groceries,Giant,Capital One Savor,$0,$15.57
11/30/2021,Transportation,Public Transportation,Metro,Citi Double Cash,$0,$1.72
12/01/2021,Food,Dining Out,Subway,Capital One Savor,$0,$9.46
12/01/2021,Shopping,Entertainment,AMC,Capital One Savor,$0,$11.08
12/01/2021,Food,Groceries,Safeway,Capital One Savor,$0,$15.8
12/01/2021,Food,Groceries,Trader Joe's,Capital One Savor,$0,$14.89
12/01/2021,Home,Rent,55555 Main Street,Bank of America Checking,$0,$1000
12/01/2021,Home,Utilities,Electric Company,Bank of America Checking,$0,$100
12/01/2021,Subscriptions,Netflix,Netflix,Capital One Savor,$0,$15
12/01/2021,Inflow,Ready to Assign,"My Job, Inc.",Bank of America Checking,$4000,$0
12/01/2021,Inflow,Ready to Assign,Interest,Capital One Savings,$100,$0
12/02/2021,Food,Dining Out,McDonald's,Capital One Savor,$0,$8.28
12/02/2021,Food,Dining Out,Dunkin',Capital One Savor,$0,$8.95
12/03/2021,Transportation,Rideshare,Lyft,Citi Double Cash,$0,$10.4
12/03/2021,Transportation,Gas,Shell,Citi Custom Cash,$0,$29.41
12/03/2021,Shopping,Merchandise,Walmart,Citi Double Cash,$0,$19.04
12/04/2021,Shopping,Merchandise,Target,Citi Double Cash,$0,$20.56
12/04/2021,Transportation,Parking,Parking Garage,Citi Double Cash,$0,$5.75
12/05/2021,Food,Groceries,Safeway,Capital One Savor,$0,$13.74
12/05/2021,Shopping,Merchandise,Walmart,Citi Double Cash,$0,$19.84
12/05/2021,Food,Dining Out,Chick Fil-A,Capital One Savor,$0,$12.34
12/05/2021,Food,Groceries,Whole Foods,Amazon,$0,$13.61
12/06/2021,Food,Groceries,Safeway,Capital One Savor,$0,$14.78
12/06/2021,Food,Dining Out,McDonald's,Capital One Savor,$0,$10.31
12/06/2021,Food,Groceries,Trader Joe's,Capital One Savor,$0,$14.47
12/06/2021,Shopping,Entertainment,AMC,Capital One Savor,$0,$11.58
12/06/2021,Transportation,Public Transportation,Bus,Citi Double Cash,$0,$4.96
12/07/2021,Transportation,Gas,Shell,Citi Custom Cash,$0,$30.88
12/07/2021,Transportation,Rideshare,Lyft,Citi Double Cash,$0,$10.22
12/07/2021,Food,Dining Out,Chick Fil-A,Capital One Savor,$0,$10.32
12/08/2021,Transportation,Public Transportation,Bus,Citi Double Cash,$0,$1.91
12/08/2021,Food,Groceries,Giant,Capital One Savor,$0,$15.74
12/09/2021,Shopping,Merchandise,Target,Citi Double Cash,$0,$19.97
12/09/2021,Shopping,Clothes,Target,Citi Double Cash,$0,$14.28
12/10/2021,Food,Dining Out,Subway,Capital One Savor,$0,$10.99
12/10/2021,Transportation,Parking,Parking Garage,Citi Double Cash,$0,$5.54
12/10/2021,Shopping,Entertainment,AMC,Capital One Savor,$0,$10.77
12/10/2021,Food,Groceries,Whole Foods,Amazon,$0,$15.01
12/10/2021,Transportation,Public Transportation,Bus,Citi Double Cash,$0,$2.55
12/11/2021,Shopping,Merchandise,Amazon,Citi Double Cash,$0,$21.52
12/11/2021,Shopping,Clothes,Madewell,Citi Double Cash,$0,$39.09
12/12/2021,Shopping,Merchandise,Amazon,Citi Double Cash,$0,$18.81
12/12/2021,Food,Groceries,Trader Joe's,Capital One Savor,$0,$15.73
12/12/2021,Food,Groceries,Giant,Capital One Savor,$0,$14.94
12/13/2021,Food,Groceries,Safeway,Capital One Savor,$0,$13.45
12/13/2021,Food,Dining Out,Dunkin',Capital One Savor,$0,$10.76
12/13/2021,Transportation,Public Transportation,Bus,Citi Double Cash,$0,$2.13
12/14/2021,Food,Dining Out,Dunkin',Capital One Savor,$0,$8.32
12/14/2021,Shopping,Clothes,Madewell,Citi Double Cash,$0,$40.6
12/14/2021,Food,Groceries,Giant,Capital One Savor,$0,$17.1
12/15/2021,Transportation,Rideshare,Lyft,Citi Double Cash,$0,$10.97
12/15/2021,Food,Dining Out,McDonald's,Capital One Savor,$0,$9.32
12/15/2021,Transportation,Public Transportation,Metro,Citi Double Cash,$0,$2.39
12/15/2021,Food,Dining Out,Subway,Capital One Savor,$0,$10.53
12/16/2021,Food,Groceries,Safeway,Capital One Savor,$0,$14.49
12/16/2021,Shopping,Merchandise,Amazon,Citi Double Cash,$0,$19.62
12/16/2021,Food,Dining Out,McDonald's,Capital One Savor,$0,$9.93
12/17/2021,Shopping,Entertainment,Alamo,Capital One Savor,$0,$13.77
12/18/2021,Transportation,Public Transportation,Metro,Citi Double Cash,$0,$3.72
12/18/2021,Transportation,Parking,Parking Garage,Citi Double Cash,$0,$3.79
12/18/2021,Food,Groceries,Trader Joe's,Capital One Savor,$0,$14.47
12/18/2021,Food,Dining Out,Chick Fil-A,Capital One Savor,$0,$13.18
12/19/2021,Transportation,Public Transportation,Metro,Citi Double Cash,$0,$1.75
12/19/2021,Shopping,Clothes,Zara,Citi Double Cash,$0,$48.45
12/20/2021,Food,Groceries,Safeway,Capital One Savor,$0,$14.36
12/21/2021,Transportation,Public Transportation,Metro,Citi Double Cash,$0,$1.84
12/21/2021,Shopping,Clothes,Target,Citi Double Cash,$0,$15.32
12/21/2021,Food,Dining Out,Subway,Capital One Savor,$0,$9.42
12/21/2021,Food,Groceries,Trader Joe's,Capital One Savor,$0,$15.83
12/22/2021,Transportation,Public Transportation,Metro,Citi Double Cash,$0,$4.15
12/22/2021,Food,Groceries,Safeway,Capital One Savor,$0,$14.74
12/22/2021,Shopping,Entertainment,Alamo,Capital One Savor,$0,$9.71
12/22/2021,Food,Dining Out,Dunkin',Capital One Savor,$0,$10.3
12/23/2021,Food,Groceries,Safeway,Capital One Savor,$0,$14.91
12/23/2021,Food,Dining Out,Chipotle,Capital One Savor,$0,$16.57
12/23/2021,Transportation,Parking,Parking Garage,Citi Double Cash,$0,$2.58
12/23/2021,Shopping,Entertainment,Alamo,Capital One Savor,$0,$13.2
12/24/2021,Food,Groceries,Safeway,Capital One Savor,$0,$14.94
12/24/2021,Transportation,Rideshare,Uber,Capital One Savor,$0,$11.17
12/25/2021,Food,Dining Out,Chick Fil-A,Capital One Savor,$0,$12.79
12/25/2021,Shopping,Merchandise,Amazon,Citi Double Cash,$0,$20
12/26/2021,Shopping,Merchandise,Target,Citi Double Cash,$0,$20.52
12/26/2021,Food,Dining Out,McDonald's,Capital One Savor,$0,$7.66
12/26/2021,Food,Dining Out,Chick Fil-A,Capital One Savor,$0,$11.61
12/27/2021,Food,Groceries,Safeway,Capital One Savor,$0,$13.63
12/27/2021,Food,Dining Out,Subway,Capital One Savor,$0,$8.39
12/27/2021,Transportation,Parking,Parkmobile,Citi Double Cash,$0,$5.03
12/27/2021,Shopping,Entertainment,Washington Nationals,Capital One Savor,$0,$20.35
12/27/2021,Food,Dining Out,Chick Fil-A,Capital One Savor,$0,$11.16
12/28/2021,Food,Groceries,Safeway,Capital One Savor,$0,$14.32
12/28/2021,Shopping,Entertainment,AMC,Capital One Savor,$0,$12.34
12/28/2021,Transportation,Public Transportation,Metro,Citi Double Cash,$0,$2.6
12/29/2021,Food,Groceries,Giant,Capital One Savor,$0,$15.92
12/29/2021,Shopping,Merchandise,Walmart,Citi Double Cash,$0,$21.56
12/29/2021,Food,Dining Out,Chick Fil-A,Capital One Savor,$0,$9.86
12/30/2021,Food,Groceries,Giant,Capital One Savor,$0,$13.41
12/30/2021,Transportation,Rideshare,Uber,Capital One Savor,$0,$10.5
12/30/2021,Transportation,Public Transportation,Bus,Citi Double Cash,$0,$3.71
12/31/2021,Food,Groceries,Giant,Capital One Savor,$0,$14.45
12/31/2021,Food,Dining Out,McDonald's,Capital One Savor,$0,$9.76
12/31/2021,Shopping,Clothes,Target,Citi Double Cash,$0,$13.54
12/31/2021,Shopping,Entertainment,AMC,Capital One Savor,$0,$10.4
01/01/2022,Shopping,Entertainment,AMC,Capital One Savor,$0,$12.26
01/01/2022,Transportation,Rideshare,Lyft,Citi Double Cash,$0,$11.18
01/01/2022,Home,Rent,55555 Main Street,Bank of America Checking,$0,$1000
01/01/2022,Home,Utilities,Electric Company,Bank of America Checking,$0,$100
01/01/2022,Subscriptions,Netflix,Netflix,Capital One Savor,$0,$15
01/01/2022,Inflow,Ready to Assign,"My Job, Inc.",Bank of America Checking,$4000,$0
01/01/2022,Inflow,Ready to Assign,Interest,Capital One Savings,$100,$0
01/02/2022,Transportation,Rideshare,Lyft,Citi Double Cash,$0,$10.01
01/02/2022,Transportation,Gas,Citgo,Citi Custom Cash,$0,$30.85
01/02/2022,Food,Groceries,Safeway,Capital One Savor,$0,$16.44
01/02/2022,Shopping,Entertainment,Alamo,Capital One Savor,$0,$12.7
01/03/2022,Food,Groceries,Giant,Capital One Savor,$0,$14.55
01/03/2022,Food,Groceries,Safeway,Capital One Savor,$0,$13.21
01/03/2022,Transportation,Public Transportation,Metro,Citi Double Cash,$0,$3.91
01/04/2022,Food,Dining Out,Subway,Capital One Savor,$0,$9.87
01/04/2022,Food,Groceries,Giant,Capital One Savor,$0,$15.52
01/04/2022,Shopping,Merchandise,Target,Citi Double Cash,$0,$21.22
01/05/2022,Food,Groceries,Safeway,Capital One Savor,$0,$14.62
01/05/2022,Food,Groceries,Giant,Capital One Savor,$0,$15.26
01/05/2022,Food,Groceries,Whole Foods,Amazon,$0,$14.55
01/06/2022,Food,Dining Out,Chipotle,Capital One Savor,$0,$13.18
01/06/2022,Food,Dining Out,Chick Fil-A,Capital One Savor,$0,$12.86
01/06/2022,Food,Dining Out,McDonald's,Capital One Savor,$0,$10.62
01/06/2022,Transportation,Gas,Citgo,Citi Custom Cash,$0,$29.3
01/06/2022,Food,Groceries,Giant,Capital One Savor,$0,$11.76
01/07/2022,Food,Dining Out,Chipotle,Capital One Savor,$0,$14.61
01/07/2022,Shopping,Entertainment,Washington Nationals,Capital One Savor,$0,$18.32
01/07/2022,Transportation,Gas,Citgo,Citi Custom Cash,$0,$32.13
01/08/2022,Transportation,Parking,Parking Garage,Citi Double Cash,$0,$2.42
01/08/2022,Shopping,Merchandise,Walmart,Citi Double Cash,$0,$18.1
01/08/2022,Food,Groceries,Safeway,Capital One Savor,$0,$15.24
01/09/2022,Transportation,Rideshare,Uber,Capital One Savor,$0,$9.62
01/09/2022,Food,Dining Out,Subway,Capital One Savor,$0,$9.46
01/09/2022,Shopping,Merchandise,Amazon,Citi Double Cash,$0,$19.78
01/09/2022,Food,Groceries,Trader Joe's,Capital One Savor,$0,$14.27
01/10/2022,Shopping,Entertainment,AMC,Capital One Savor,$0,$11.98
01/10/2022,Food,Groceries,Safeway,Capital One Savor,$0,$15.48
01/10/2022,Food,Dining Out,Chick Fil-A,Capital One Savor,$0,$11.98
01/10/2022,Shopping,Entertainment,Washington Nationals,Capital One Savor,$0,$21.32
01/11/2022,Food,Dining Out,Chick Fil-A,Capital One Savor,$0,$12.65
01/11/2022,Food,Dining Out,McDonald's,Capital One Savor,$0,$11.32
01/11/2022,Food,Dining Out,Subway,Capital One Savor,$0,$10.44
01/12/2022,Food,Dining Out,Subway,Capital One Savor,$0,$10.73
01/12/2022,Transportation,Gas,7-Eleven,Citi Custom Cash,$0,$29.95
01/12/2022,Food,Groceries,Safeway,Capital One Savor,$0,$15.51
01/13/2022,Food,Dining Out,Chipotle,Capital One Savor,$0,$12.8
01/13/2022,Transportation,Rideshare,Lyft,Citi Double Cash,$0,$10.73
01/13/2022,Food,Dining Out,Subway,Capital One Savor,$0,$10.33
01/14/2022,Food,Dining Out,Chick Fil-A,Capital One Savor,$0,$13.21
01/14/2022,Food,Dining Out,McDonald's,Capital One Savor,$0,$9.29
01/14/2022,Food,Dining Out,Dunkin',Capital One Savor,$0,$11.36
01/15/2022,Transportation,Public Transportation,Bus,Citi Double Cash,$0,$4.68
01/15/2022,Food,Dining Out,Chipotle,Capital One Savor,$0,$15.39
01/16/2022,Food,Groceries,Trader Joe's,Capital One Savor,$0,$15.43
01/16/2022,Food,Groceries,Giant,Capital One Savor,$0,$13.07
01/16/2022,Food,Groceries,Safeway,Capital One Savor,$0,$15.71
01/17/2022,Food,Groceries,Trader Joe's,Capital One Savor,$0,$15.14
01/17/2022,Transportation,Public Transportation,Bus,Citi Double Cash,$0,$4.86
01/17/2022,Food,Groceries,Giant,Capital One Savor,$0,$15.76
01/17/2022,Shopping,Merchandise,Amazon,Citi Double Cash,$0,$20.06
01/17/2022,Food,Groceries,Safeway,Capital One Savor,$0,$15.31
01/18/2022,Food,Groceries,Giant,Capital One Savor,$0,$14.54
01/18/2022,Food,Groceries,Safeway,Capital One Savor,$0,$15.55
01/18/2022,Transportation,Public Transportation,Bus,Citi Double Cash,$0,$2.12
01/19/2022,Food,Dining Out,McDonald's,Capital One Savor,$0,$10.6
01/19/2022,Food,Groceries,Giant,Capital One Savor,$0,$13.42
01/19/2022,Shopping,Merchandise,Walmart,Citi Double Cash,$0,$17.89
01/20/2022,Shopping,Entertainment,Alamo,Capital One Savor,$0,$11.85
01/20/2022,Food,Dining Out,Chick Fil-A,Capital One Savor,$0,$12.48
01/20/2022,Transportation,Public Transportation,Bus,Citi Double Cash,$0,$3.6
01/20/2022,Shopping,Merchandise,Target,Citi Double Cash,$0,$20.07
01/21/2022,Food,Groceries,Safeway,Capital One Savor,$0,$13.79
01/21/2022,Shopping,Merchandise,Amazon,Citi Double Cash,$0,$20.42
01/22/2022,Shopping,Merchandise,Walmart,Citi Double Cash,$0,$21.53
01/22/2022,Transportation,Public Transportation,Metro,Citi Double Cash,$0,$2.71
01/22/2022,Shopping,Entertainment,Washington Nationals,Capital One Savor,$0,$20.53
01/22/2022,Transportation,Gas,Citgo,Citi Custom Cash,$0,$31.72
01/23/2022,Food,Groceries,Whole Foods,Amazon,$0,$14.47
01/23/2022,Food,Groceries,Giant,Capital One Savor,$0,$13.92
01/24/2022,Food,Groceries,Giant,Capital One Savor,$0,$15.08
01/24/2022,Food,Dining Out,Subway,Capital One Savor,$0,$10.61
01/24/2022,Transportation,Rideshare,Lyft,Citi Double Cash,$0,$9.62
01/24/2022,Food,Dining Out,McDonald's,Capital One Savor,$0,$12.58
01/25/2022,Shopping,Clothes,Madewell,Citi Double Cash,$0,$39.55
01/25/2022,Food,Groceries,Trader Joe's,Capital One Savor,$0,$16.17
01/26/2022,Shopping,Merchandise,Walmart,Citi Double Cash,$0,$20.77
01/26/2022,Food,Dining Out,Chick Fil-A,Capital One Savor,$0,$11.44
01/27/2022,Food,Groceries,Safeway,Capital One Savor,$0,$15.9
01/27/2022,Food,Dining Out,Subway,Capital One Savor,$0,$10.77
01/27/2022,Food,Dining Out,Chick Fil-A,Capital One Savor,$0,$11.35
01/27/2022,Transportation,Gas,Shell,Citi Custom Cash,$0,$29.66
01/27/2022,Shopping,Merchandise,Target,Citi Double Cash,$0,$18.9
01/28/2022,Shopping,Merchandise,Amazon,Citi Double Cash,$0,$20.98
01/28/2022,Transportation,Public Transportation,Bus,Citi Double Cash,$0,$2.73
